pd,pb
3.468128657600778042e-01,4.674705415821696075e-01
3.448414707962463299e-01,4.686367109525749752e-01
2.716194736901191842e-01,3.290333217086916506e-01
3.370016529257257587e-01,4.592257890250264762e-01
3.030640068375917151e-01,3.764421536885056985e-01
2.204948336908579276e-01,2.439367321320095039e-01
3.819233565880149617e-01,5.514602014038383349e-01
3.175315986572446736e-01,4.104479044909057905e-01
3.464961902308115738e-01,4.756707098388359145e-01
3.711257044829479601e-01,5.306783290056161784e-01
4.062145533825959887e-01,6.424056660956818376e-01
3.618822953133322140e-01,5.221575186677028801e-01
3.464150495544585096e-01,4.663898106602190619e-01
3.904532037178672366e-01,5.724445319366120444e-01
3.646926617203409826e-01,5.231131620651321423e-01
3.120617453178679557e-01,4.108018403561446430e-01
2.664452477612687109e-01,3.114809555718770495e-01
6.233001621034491013e-02,3.090185928201254206e-02
4.252800352711397225e-02,1.148161236091443937e-02
4.706847003097403698e-02,2.025505037649364889e-02
1.210348159070264162e-01,9.799421362581162143e-02
5.646031731075599330e-02,2.198790967455992174e-02
7.615170793530355586e-02,5.112046338665188899e-02
8.511545041121855448e-02,5.153617129597267560e-02
7.925324782485980435e-02,4.974056925441126126e-02
1.104857322651223439e-01,8.778939836625579418e-02
3.762239281762407017e-02,1.140515848149831202e-02
2.559476127586212679e-01,2.875093834883480914e-01
7.714894135951685938e-02,4.942854094262351394e-02
8.177630618716426325e-02,5.118826180776817059e-02
3.358150277439148068e-02,3.337832016619662889e-03
1.203942563785494607e-01,1.000433097822923945e-01
1.497643452969499855e-01,1.334649532113567905e-01
1.820577452026283516e-01,1.886839483387281746e-01
1.653007749555400197e-01,1.638944144922309942e-01
2.731396878873630363e-01,3.236742135685181099e-01
2.525615667585635604e-01,2.855115529219305892e-01
3.417925470573066060e-01,4.676276890412011111e-01
3.034689098028395815e-01,4.004950926925053278e-01
2.244696316067065212e-01,2.496735841321330307e-01
